MANDT,PERNR,SUBTY,OBJPS,SPRPS,ENDDA,BEGDA,SEQNR,AEDTM,UNAME,HISTO,ITXEX,REFEX,ORDEX,ITBLD,PREAS,FLAG1,FLAG2,FLAG3,FLAG4,RESE1,RESE2,GRPVL,TRFAR,TRFGB,TRFGR,TRFST,LGA01,BET01,ANZ01,EIN01,OPK01,LGA02,BET02,ANZ02,EIN02,OPK02,LGA03,BET03,ANZ03,EIN03,OPK03,LGA04,BET04,ANZ04,EIN04,OPK04,LGA05,BET05,ANZ05,EIN05,OPK05,LGA06,BET06,ANZ06,EIN06,OPK06,LGA07,BET07,ANZ07,EIN07,OPK07,LGA08,BET08,ANZ08,EIN08,OPK08,LGA09,BET09,ANZ09,EIN09,OPK09,LGA10,BET10,ANZ10,EIN10,OPK10,LGA11,BET11,ANZ11,EIN11,OPK11,LGA12,BET12,ANZ12,EIN12,OPK12,LGA13,BET13,ANZ13,EIN13,OPK13,LGA14,BET14,ANZ14,EIN14,OPK14,LGA15,BET15,ANZ15,EIN15,OPK15,LGA16,BET16,ANZ16,EIN16,OPK16,LGA17,BET17,ANZ17,EIN17,OPK17,LGA18,BET18,ANZ18,EIN18,OPK18,LGA19,BET19,ANZ19,EIN19,OPK19,LGA20,BET20,ANZ20,EIN20,OPK20,LGA21,BET21,ANZ21,EIN21,OPK21,LGA22,BET22,ANZ22,EIN22,OPK22,LGA23,BET23,ANZ23,EIN23,OPK23,LGA24,BET24,ANZ24,EIN24,OPK24,LGA25,BET25,ANZ25,EIN25,OPK25,LGA26,BET26,ANZ26,EIN26,OPK26,LGA27,BET27,ANZ27,EIN27,OPK27,LGA28,BET28,ANZ28,EIN28,OPK28,LGA29,BET29,ANZ29,EIN29,OPK29,LGA30,BET30,ANZ30,EIN30,OPK30,LGA31,BET31,ANZ31,EIN31,OPK31,LGA32,BET32,ANZ32,EIN32,OPK32,LGA33,BET33,ANZ33,EIN33,OPK33,LGA34,BET34,ANZ34,EIN34,OPK34,LGA35,BET35,ANZ35,EIN35,OPK35,LGA36,BET36,ANZ36,EIN36,OPK36,LGA37,BET37,ANZ37,EIN37,OPK37,LGA38,BET38,ANZ38,EIN38,OPK38,LGA39,BET39,ANZ39,EIN39,OPK39,LGA40,BET40,ANZ40,EIN40,OPK40,WAERS,INDRL,OTYPE,OBJID,VAMNT,VUNIT,IND01,MOD01,IND02,MOD02,IND03,MOD03,IND04,MOD04,IND05,MOD05,IND06,MOD06,IND07,MOD07,IND08,MOD08,IND09,MOD09,IND10,MOD10,IND11,MOD11,IND12,MOD12,IND13,MOD13,IND14,MOD14,IND15,MOD15,IND16,MOD16,IND17,MOD17,IND18,MOD18,IND19,MOD19,IND20,MOD20,IND21,MOD21,IND22,MOD22,IND23,MOD23,IND24,MOD24,IND25,MOD25,IND26,MOD26,IND27,MOD27,IND28,MOD28,IND29,MOD29,IND30,MOD30,IND31,MOD31,IND32,MOD32,IND33,MOD33,IND34,MOD34,IND35,MOD35,IND36,MOD36,IND37,MOD37,IND38,MOD38,IND39,MOD39,IND40,MOD40,BSGRD,DIVGV,ANSAL,ANCUM,CMPMN,ORZID,STVOR,OCRSN,CPIND,LGAWW,CMP_PROCESSID,CMP_PLANID,CMP_SEQUENCE,CMP_AMOUNT,CMP_PERCENT,CMP_NUMBER,CMP_PAYUNIT,CMP_NEW_SALARY,CMP_OLD_SALARY,CMP_REASON,CMP_STATUS,CMP_EFFECTIVE_DATE,DEDUCTION_AMOUNT,TAX_CODE,BENEFIT_PLAN,ENROLLMENT_STATUS,STOCK_OPTIONS,COMMISSION_PCT,BONUS_AMOUNT,HOURLY_RATE,MONTHLY_INCOME,PERCENT_SALARY_HIKE,DAILY_RATE,OVERTIME_RATE,DEPENDENTS_COVERAGE,SALARY_HISTORY_ID,RAISE_AMOUNT,PROMOTION_DATE,PAYROLL_PERIOD,TAX_DEDUCTION,NET_PAY,GROSS_PAY,BENEFITS_ENROLLMENT_DATE,STOCK_OPTION_LEVEL,PAYROLL_RELATIONSHIP_ID,BALANCE_TYPE_ID,BALANCE_DIMENSION_ID,ELEMENT_TYPE_ID,INPUT_VALUE_ID,PROCESSING_TYPE,PRIORITY,CLASSIFICATION_ID,COST_TYPE,ACTIVITY_TYPE
100,00000534,0000,01, ,20261231,20210507,000,20250318,HR_ADMIN, ,X, , ,01,01, , , , , , ,GRP1,A1,US,ENGG,01,,,,,,,,,,,,,,,,,,,,,1000,3641.33,1.00,USD,+,1000,4387.13,1.00,USD,+,,,,,,,,,,,,,,,,1000,8471.14,1.00,USD,+,,,,,,1000,2103.12,1.00,USD,+,,,,,,,,,,,1000,3223.35,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,1000,8384.52,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,4566.76,1.00,USD,+,,,,,,,,,,,1000,3297.15,1.00,USD,+,1000,5048.29,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,USD,X,O,00010001,476.18,USD,X,01, ,03,X,03,X,03,X,01,X,02,X,01, ,02,X,03, ,01,X,03,X,03, ,01,X,03,X,03, ,01, ,02, ,02,X,03,X,01,X,02,X,03, ,03,X,02,X,02, ,03, ,03, ,02, ,02,X,02,X,03,X,02, ,01,X,01, ,02, ,02, ,03, ,01, ,03,X,03,1.00,40.00,218066.00,X,X,00020001,20261208,, ,1000,00030001,00040001,001,37071.22,0.1700,1.000,USD,255137.22,218066.00,PROM,AP,20250307,1905.20,TX01,BN01,A,9555,15.66,13609.92,104.84,18172.17,17,838.72,157.26,N,00005534,37071.22,20200606,202409,4819.78,12581.35,19306.33,20211212,3,00008534,00009534,00009634,00009734,00009834,A,7020,00009934,D,PAYROLL_RUN
100,00000535,0000,01, ,20261231,20150420,000,20260317,HR_ADMIN, ,X, , ,01,01, , , , , , ,GRP1,A1,US,ENGG,01,,,,,,,,,,,,,,,,1000,9180.66,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,4412.02,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,5135.18,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,9674.84,1.00,USD,+,1000,1196.59,1.00,USD,+,,,,,,USD,X,O,00010001,138.62,USD,X,02, ,02,X,01,X,03, ,01, ,01, ,03, ,02, ,01, ,01, ,03,X,02, ,01, ,02,X,02, ,03, ,01, ,02, ,02,X,03,X,03,X,01, ,02, ,01, ,03, ,02,X,01, ,01, ,01, ,02, ,02,X,03,X,02,X,02, ,03,X,02,X,02,X,02,X,02,X,02,1.00,40.00,197454.00,X,X,00020001,20261122,, ,1000,00030001,00040001,001,29618.10,0.1500,1.000,USD,227072.10,197454.00,PROM,AP,20250130,1575.03,TX01,BN01,A,7240,16.37,30606.95,94.93,16454.50,15,759.44,142.39,N,00005535,29618.10,20240318,202407,3817.59,13612.46,19005.08,20190505,1,00008535,00009535,00009635,00009735,00009835,B,9782,00009935,D,PAYROLL_RUN
100,00000536,0000,01, ,20261231,20161225,000,20250212,HR_ADMIN, ,X, , ,01,01, , , , , , ,GRP1,A1,US,ENGG,01,,,,,,,,,,,,,,,,,,,,,1000,8939.93,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,8777.41,1.00,USD,+,,,,,,,,,,,1000,5889.17,1.00,USD,+,,,,,,,,,,,1000,3940.53,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,2654.18,1.00,USD,+,,,,,,,,,,,,,,,,1000,6835.06,1.00,USD,+,,,,,,1000,1984.96,1.00,USD,+,,,,,,,,,,,1000,3663.25,1.00,USD,+,,,,,,USD,X,O,00010001,212.6,USD, ,03, ,03,X,01, ,02,X,01,X,02,X,01,X,03, ,03, ,02, ,02, ,01,X,02,X,03,X,02,X,02, ,01, ,02,X,03, ,02, ,03,X,01,X,03, ,03,X,03,X,03,X,03, ,02,X,01, ,02, ,02, ,02,X,01,X,02,X,01, ,02, ,01, ,03, ,03,X,01,1.00,40.00,96194.00,X,X,00020001,20251204,, ,1000,00030001,00040001,001,14429.10,0.1500,1.000,USD,110623.10,96194.00,PROM,AP,20260820,554.81,TX01,BN01,A,8491,0.48,14792.03,46.25,8016.17,15,369.98,69.37,Y,00005536,14429.10,20210727,202404,1994.70,6699.33,9248.84,20210217,3,00008536,00009536,00009636,00009736,00009836,B,3858,00009936,D,PAYROLL_RUN
100,00000537,0000,01, ,20261231,20221110,000,20260801,HR_ADMIN, ,X, , ,01,01, , , , , , ,GRP1,A1,US,ENGG,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,4245.8,1.00,USD,+,,,,,,,,,,,1000,4355.27,1.00,USD,+,1000,8879.47,1.00,USD,+,,,,,,1000,8932.48,1.00,USD,+,,,,,,1000,5758.0,1.00,USD,+,1000,4938.25,1.00,USD,+,,,,,,,,,,,,,,,,1000,1335.08,1.00,USD,+,,,,,,,,,,,1000,4958.78,1.00,USD,+,1000,1379.3,1.00,USD,+,1000,6178.71,1.00,USD,+,,,,,,,,,,,USD,X,O,00010001,188.72,USD, ,01,X,01, ,01, ,03, ,02, ,02, ,03,X,02, ,01,X,02, ,01,X,03, ,02, ,01, ,02,X,03,X,03, ,03, ,03,X,01,X,02, ,02,X,03,X,03, ,01, ,01,X,01,X,02, ,03, ,03, ,01, ,01, ,02,X,01, ,01, ,02, ,03,X,02, ,01, ,03,1.00,40.00,169998.00,X,X,00020001,20250713,, ,1000,00030001,00040001,001,27199.68,0.1600,1.000,USD,197197.68,169998.00,PROM,AP,20260815,1431.72,TX01,BN01,A,4115,2.15,29231.79,81.73,14166.50,16,653.84,122.59,N,00005537,27199.68,20240715,202405,3505.40,11665.36,16602.48,20241007,5,00008537,00009537,00009637,00009737,00009837,A,7709,00009937,D,PAYROLL_RUN
100,00000538,0000,01, ,20261231,20170108,000,20240206,HR_ADMIN, ,X, , ,01,01, , , , , , ,GRP1,A1,US,ENGG,01,,,,,,,,,,,1000,2850.77,1.00,USD,+,,,,,,,,,,,,,,,,1000,3138.52,1.00,USD,+,,,,,,1000,9579.75,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,4842.86,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,3597.08,1.00,USD,+,,,,,,,,,,,1000,1344.54,1.00,USD,+,1000,6971.98,1.00,USD,+,,,,,,,,,,,,,,,,1000,8908.95,1.00,USD,+,,,,,,1000,6368.06,1.00,USD,+,,,,,,1000,3118.36,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,USD,X,O,00010001,154.16,USD,X,01, ,01,X,02,X,02, ,01, ,03,X,01,X,02,X,03,X,03, ,01,X,03,X,01, ,01, ,02,X,02, ,02,X,03,X,02,X,02, ,01,X,02,X,03,X,03, ,03,X,01, ,01,X,01,X,03, ,01, ,02, ,02,X,01, ,03, ,01,X,02,X,03,X,03,X,01, ,02,1.00,40.00,242891.00,X,X,00020001,20260910,, ,1000,00030001,00040001,001,21860.19,0.0900,1.000,USD,264751.19,242891.00,PROM,AP,20260106,1155.23,TX01,BN01,A,1297,6.36,17967.33,116.77,20240.92,9,934.2,175.16,N,00005538,21860.19,20220403,202408,4234.74,16348.23,21738.20,20180828,1,00008538,00009538,00009638,00009738,00009838,A,7201,00009938,D,PAYROLL_RUN
100,00000539,0000,01, ,20261231,20170415,000,20241226,HR_ADMIN, ,X, , ,01,01, , , , , , ,GRP1,A1,US,ENGG,01,,,,,,,,,,,,,,,,,,,,,1000,4569.62,1.00,USD,+,,,,,,1000,5347.57,1.00,USD,+,,,,,,,,,,,,,,,,1000,8353.12,1.00,USD,+,,,,,,1000,8607.62,1.00,USD,+,1000,5056.75,1.00,USD,+,,,,,,,,,,,1000,1485.87,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,9814.83,1.00,USD,+,,,,,,,,,,,1000,1337.2,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,1000,5232.19,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,USD,X,O,00010001,473.13,USD,X,02,X,01, ,03, ,03, ,03, ,01, ,02, ,01, ,01, ,03,X,01,X,02, ,02, ,01, ,01, ,02,X,01,X,02, ,02, ,01, ,02, ,03,X,02,X,03, ,02,X,01,X,02, ,02,X,03, ,03,X,02, ,02,X,02, ,03, ,01, ,02,X,03, ,03, ,03,X,02,1.00,40.00,202187.00,X,X,00020001,20251006,, ,1000,00030001,00040001,001,10109.35,0.0500,1.000,USD,212296.35,202187.00,PROM,AP,20250907,1652.99,TX01,BN01,A,5343,14.09,37456.59,97.21,16848.92,5,777.64,145.81,Y,00005539,10109.35,20200102,202408,5472.13,12845.18,19970.30,20180724,2,00008539,00009539,00009639,00009739,00009839,B,9507,00009939,D,PAYROLL_RUN
100,00000540,0000,01, ,20261231,20160412,000,20250316,HR_ADMIN, ,X, , ,01,01, , , , , , ,GRP1,A1,US,ENGG,01,,,,,,,,,,,1000,8962.91,1.00,USD,+,,,,,,,,,,,,,,,,1000,3631.73,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,4489.15,1.00,USD,+,1000,3445.92,1.00,USD,+,1000,2892.84,1.00,USD,+,,,,,,,,,,,1000,9351.72,1.00,USD,+,,,,,,,,,,,1000,3091.35,1.00,USD,+,,,,,,1000,7326.22,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,X,O,00010001,387.69,USD,X,02, ,02,X,03,X,02,X,02,X,03,X,01,X,03,X,02, ,02, ,02, ,02, ,02, ,03,X,03,X,01,X,02, ,03, ,03,X,02, ,01, ,02,X,02, ,03,X,02, ,01,X,02,X,02,X,02,X,02,X,03,X,01,X,02, ,03, ,03, ,01,X,03, ,01, ,02,X,02,1.00,40.00,197736.00,X,X,00020001,20260321,, ,1000,00030001,00040001,001,17796.24,0.0900,1.000,USD,215532.24,197736.00,PROM,AP,20260501,1105.30,TX01,BN01,A,4010,15.89,17088.78,95.07,16478.00,9,760.52,142.6,N,00005540,17796.24,20220708,202406,2972.02,13824.74,17902.06,20220327,5,00008540,00009540,00009640,00009740,00009840,A,8766,00009940,D,PAYROLL_RUN
100,00000541,0000,01, ,20261231,20200819,000,20250804,HR_ADMIN, ,X, , ,01,01, , , , , , ,GRP1,A1,US,ENGG,01,,,,,,,,,,,,,,,,1000,3501.84,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1919.12,1.00,USD,+,,,,,,,,,,,,,,,,1000,2652.22,1.00,USD,+,,,,,,,,,,,1000,1072.47,1.00,USD,+,,,,,,1000,7394.4,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,5846.94,1.00,USD,+,,,,,,,,,,,,,,,,USD,X,O,00010001,258.26,USD,X,03, ,02,X,01,X,01, ,02,X,02, ,03, ,02, ,01, ,02,X,03, ,03,X,02,X,01,X,03, ,02,X,02,X,01,X,01, ,03, ,03,X,03, ,01, ,02, ,03, ,01, ,03,X,02, ,03,X,01, ,02, ,02, ,01, ,03,X,03,X,03,X,02, ,01, ,02, ,03,1.00,40.00,174811.00,X,X,00020001,20250823,, ,1000,00030001,00040001,001,10488.66,0.0600,1.000,USD,185299.66,174811.00,PROM,AP,20251226,1404.57,TX01,BN01,A,9695,12.87,24913.17,84.04,14567.58,6,672.35,126.07,Y,00005541,10488.66,20240208,202403,2807.93,12431.18,16643.68,20210426,2,00008541,00009541,00009641,00009741,00009841,A,4195,00009941,D,PAYROLL_RUN
100,00000542,0000,01, ,20261231,20200319,000,20240616,HR_ADMIN, ,X, , ,01,01, , , , , , ,GRP1,A1,US,ENGG,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,5035.28,1.00,USD,+,,,,,,1000,4321.14,1.00,USD,+,,,,,,,,,,,,,,,,1000,1519.01,1.00,USD,+,,,,,,1000,1268.94,1.00,USD,+,1000,9596.79,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,1000,9173.41,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD,X,O,00010001,121.7,USD,X,02, ,03,X,01, ,01, ,03,X,01,X,03, ,03, ,01,X,02, ,03, ,02,X,01, ,03, ,01, ,02,X,03,X,02,X,02, ,02, ,01,X,03, ,02, ,02,X,03, ,02, ,01,X,02,X,02,X,03,X,01,X,02,X,03,X,02,X,02, ,02,X,03,X,02,X,01,X,03,1.00,40.00,241372.00,X,X,00020001,20261118,, ,1000,00030001,00040001,001,38619.52,0.1600,1.000,USD,279991.52,241372.00,PROM,AP,20251122,1325.22,TX01,BN01,A,4714,18.16,42215.28,116.04,20114.33,16,928.35,174.07,N,00005542,38619.52,20201116,202402,6474.58,15832.47,23632.27,20150317,2,00008542,00009542,00009642,00009742,00009842,A,2329,00009942,D,PAYROLL_RUN
100,00000543,0000,01, ,20261231,20200103,000,20241018,HR_ADMIN, ,X, , ,01,01, , , , , , ,GRP1,A1,US,ENGG,01,,,,,,,,,,,,,,,,,,,,,1000,3842.52,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,1000,8988.33,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,4029.02,1.00,USD,+,,,,,,,,,,,1000,5315.74,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1248.88,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,USD,X,O,00010001,165.36,USD,X,01, ,03, ,01,X,03, ,02,X,01,X,03, ,03,X,03, ,01, ,01,X,01, ,02,X,02,X,02,X,02, ,02, ,03, ,03,X,03,X,03, ,01, ,02, ,02,X,02,X,02, ,02,X,02, ,01, ,03, ,01,X,01, ,01,X,03, ,02, ,02, ,01, ,01, ,02,X,02,1.00,40.00,58910.00,X,X,00020001,20260308,, ,1000,00030001,00040001,001,5301.90,0.0900,1.000,USD,64211.90,58910.00,PROM,AP,20260405,262.26,TX01,BN01,A,7786,5.15,3222.71,28.32,4909.17,9,226.58,42.48,N,00005543,5301.90,20241007,202408,1148.05,3767.42,5177.73,20220327,1,00008543,00009543,00009643,00009743,00009843,B,3750,00009943,D,PAYROLL_RUN
100,00000544,0000,01, ,20261231,20190627,000,20250312,HR_ADMIN, ,X, , ,01,01, , , , , , ,GRP1,A1,US,ENGG,01,,,,,,,,,,,,,,,,1000,2346.93,1.00,USD,+,,,,,,,,,,,,,,,,1000,8342.69,1.00,USD,+,1000,9891.64,1.00,USD,+,,,,,,,,,,,1000,7714.98,1.00,USD,+,,,,,,,,,,,1000,7904.64,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,1000,1452.15,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,2428.07,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1820.47,1.00,USD,+,,,,,,1000,1448.27,1.00,USD,+,,,,,,1000,1239.59,1.00,USD,+,USD,X,O,00010001,498.39,USD,X,02, ,01,X,03,X,02, ,02,X,03,X,03, ,02,X,03, ,02,X,03, ,03, ,03, ,02, ,03,X,03,X,01,X,03, ,03, ,02,X,01,X,03,X,02, ,01,X,03,X,02, ,01,X,02, ,01,X,03,X,02,X,01, ,01,X,01,X,03,X,03,X,02, ,02,X,03,X,01,1.00,40.00,108869.00,X,X,00020001,20250422,, ,1000,00030001,00040001,001,11975.59,0.1100,1.000,USD,120844.59,108869.00,PROM,AP,20260319,578.45,TX01,BN01,A,7745,5.8,15611.27,52.34,9072.42,11,418.73,78.51,Y,00005544,11975.59,20210129,202405,2141.90,7653.01,10373.36,20221029,2,00008544,00009544,00009644,00009744,00009844,A,9084,00009944,D,PAYROLL_RUN
100,00000545,0000,01, ,20261231,20181204,000,20261211,HR_ADMIN, ,X, , ,01,01, , , , , , ,GRP1,A1,US,ENGG,01,,,,,,,,,,,,,,,,,,,,,1000,5208.98,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,5282.42,1.00,USD,+,,,,,,,,,,,1000,5510.99,1.00,USD,+,1000,4184.13,1.00,USD,+,,,,,,1000,2031.0,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD,X,O,00010001,389.57,USD,X,03,X,03, ,02, ,01,X,02,X,03,X,03,X,03,X,01,X,01,X,03,X,02,X,02, ,03, ,01, ,02,X,03,X,01, ,01,X,02, ,02,X,02,X,01,X,02,X,01, ,01,X,02,X,02, ,01, ,02,X,03,X,03,X,03,X,01,X,01,X,02,X,03,X,03, ,03,X,01,1.00,40.00,132499.00,X,X,00020001,20260701,, ,1000,00030001,00040001,001,7949.94,0.0600,1.000,USD,140448.94,132499.00,PROM,AP,20260814,736.07,TX01,BN01,A,6991,16.44,9693.71,63.7,11041.58,6,509.61,95.55,N,00005545,7949.94,20251010,202405,2113.90,8999.42,11849.39,20210501,1,00008545,00009545,00009645,00009745,00009845,A,3416,00009945,D,PAYROLL_RUN
100,00000546,0000,01, ,20261231,20230605,000,20250308,HR_ADMIN, ,X, , ,01,01, , , , , , ,GRP1,A1,US,ENGG,01,,,,,,1000,6388.52,1.00,USD,+,,,,,,1000,6425.42,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,6259.47,1.00,USD,+,1000,2344.32,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,9933.41,1.00,USD,+,,,,,,,,,,,1000,3254.32,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,9583.52,1.00,USD,+,USD,X,O,00010001,125.84,USD,X,02, ,03, ,02,X,03,X,01,X,01, ,01, ,01,X,01,X,02,X,02, ,02, ,02,X,02, ,02,X,02,X,03,X,03,X,01,X,01, ,02,X,02, ,03, ,02,X,02, ,01, ,03,X,02,X,01, ,02,X,01,X,02,X,01,X,03,X,02,X,01, ,02,X,03,X,01,X,02,1.00,40.00,106501.00,X,X,00020001,20260503,, ,1000,00030001,00040001,001,10650.10,0.1000,1.000,USD,117151.10,106501.00,PROM,AP,20261222,947.94,TX01,BN01,A,1088,17.82,20311.55,51.2,8875.08,10,409.62,76.8,N,00005546,10650.10,20201116,202405,3042.89,6576.88,10567.71,20181127,3,00008546,00009546,00009646,00009746,00009846,B,4717,00009946,D,PAYROLL_RUN
100,00000547,0000,01, ,20261231,20190110,000,20240714,HR_ADMIN, ,X, , ,01,01, , , , , , ,GRP1,A1,US,ENGG,01,,,,,,,,,,,,,,,,,,,,,1000,9643.05,1.00,USD,+,1000,3275.05,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,4640.03,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,1000,3862.74,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,8956.05,1.00,USD,+,1000,1344.99,1.00,USD,+,,,,,,,,,,,1000,6912.77,1.00,USD,+,1000,2396.62,1.00,USD,+,,,,,,1000,2602.71,1.00,USD,+,,,,,,,,,,,,,,,,1000,1009.9,1.00,USD,+,USD,X,O,00010001,170.14,USD,X,03, ,02, ,01, ,02, ,03,X,02, ,03, ,02,X,02, ,02, ,01, ,01, ,02,X,03,X,03,X,02,X,01, ,01, ,02, ,01,X,01, ,03, ,01, ,02, ,03,X,02,X,02,X,02, ,03,X,01, ,01, ,02, ,01,X,01,X,02,X,01, ,03,X,01,X,01,X,01,1.00,40.00,176783.00,X,X,00020001,20250502,, ,1000,00030001,00040001,001,19446.13,0.1100,1.000,USD,196229.13,176783.00,PROM,AP,20250223,1319.15,TX01,BN01,A,3769,13.82,21910.31,84.99,14731.92,11,679.93,127.49,N,00005547,19446.13,20200530,202401,3204.43,12034.20,16557.78,20160911,4,00008547,00009547,00009647,00009747,00009847,A,1688,00009947,D,PAYROLL_RUN
100,00000548,0000,01, ,20261231,20210611,000,20260927,HR_ADMIN, ,X, , ,01,01, , , , , , ,GRP1,A1,US,ENGG,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,9134.08,1.00,USD,+,,,,,,1000,5411.72,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,3048.4,1.00,USD,+,,,,,,,,,,,1000,1995.05,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,6652.11,1.00,USD,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD,X,O,00010001,239.64,USD,X,03,X,03, ,01, ,03,X,01,X,01,X,01,X,02, ,01,X,02,X,03, ,02,X,01,X,02,X,03,X,02, ,01,X,02, ,01, ,03,X,02,X,03, ,03,X,03,X,03,X,02, ,01, ,01,X,02, ,02,X,02,X,01,X,01, ,01,X,03,X,03, ,01, ,02,X,01, ,02,1.00,40.00,197887.00,X,X,00020001,20250422,, ,1000,00030001,00040001,001,31661.92,0.1600,1.000,USD,229548.92,197887.00,PROM,AP,20260620,988.57,TX01,BN01,A,3423,13.62,38061.65,95.14,16490.58,16,761.1,142.71,N,00005548,31661.92,20251016,202411,5339.87,13333.94,19662.38,20180408,1,00008548,00009548,00009648,00009748,00009848,B,8531,00009948,C,PAYROLL_RUN
